content,sentiment
 tooth fairy is coming to ur house tonight.,surprise
" when you come to me for plastic surgery, I hope you don't get in a car accident 6 days later",surprise
" Awww, thank you!  &amp; you're welcome lol",surprise
officially my birthday  so i guess after 21 the novelty of a birthday wears off..?,surprise
 Who doesn't know who The Supervillians are Fails. I saw you both in January at The Warfield in SF.  LEGIT SHOW FOR SURE.,surprise
making mother's day gift,surprise
I made an animated holiday card thingy.  - Shh. Don't tell mom yet. It's a surprise.,surprise
"Today was definitely a good day, had fun! Gunna try to get ahead on school now, so text me! &lt;3",surprise
 That would panic me a little!  Maybe you can read on an orbitron at the gym like I do...when all else fails?!?,surprise
 I love my mom tooo,surprise
getting back from smackdown/ecw show,surprise
" Im sure theres a pamphlet out there somewhere  (Oh, foods pretty good too)",surprise
1 month 3 wks till the big day!   ~CSH,surprise
watching SNL with guess Justin Timberlake...OMG! He is too funny!  hahahah,surprise
 I think i'm falling in love with you!!  xxx #iloveyou,surprise
 awesome,surprise
" Isn't he awesome?? There are tons more coming, that was just one of three locations",surprise
 Wasn't it totally awesome?  Seeing the rebooted crew was so nice!,surprise
 Sweeny Todd is deadset one of the best movies of all time,surprise
 Ha! Did she find out? The only thing Google came up with was some database acronym and &quot;dibbs&quot; on the front seat aka shotgun,surprise
 That's for sure. That's why I intentionally turn my thought processes to the silly,surprise
Omg amazing twist! This is a crazy awesome movie,surprise
awesome night in the city,surprise
omg patron is 1ofmy FAVS   im so jealous icant do 10 but i can do 5 so make it 15  so serious im in alabama visitin fam,surprise
 Time to reissue all  albums on vinyl!  yesss! that would be fab! fab! fab!,surprise
 i need 2 b getting 2 sleep 4 the night. Have a good sunday,surprise
 we won't be home till like next month,surprise
 you can explore the site 2 and find cool stuff,surprise
Had a fun late night talk with   Good night world.,surprise
 Ahhhh \you are soo smart  Thanks for this schooling of thoughts,surprise
 I'm good.,surprise
 Sounds like you got a fan in Danstorce.,surprise
  - Wow! A nice laptop,surprise
I just love it when  hot policemen come into my work,surprise
is getting baptized tomorrow  and is a college graduate.  Busy weekend!,surprise
 The guns not working eh?,surprise
oh and I got my haircut today. I looove it,surprise
" Glad to hear you're quitting. I hope it works out! Also, thanks for the sweet mother's day card. Made me smile.",surprise
 anytime buddy  I c u @ 701!,surprise
 it's been hectiv runny around after the women but goof  just making them both a surprise now,surprise
" Been there, done that!!  Ew!!",surprise
wow officially i have no life this month! LOL my friends dont believe me when i say they need to BOOK IN ADVANCE!,surprise
watching What Happens In Vegas!,surprise
" if hobo and i come next week, we're buying you all a drink.",surprise
Plain White T's and Sara Bareilles...can life get more amazing,surprise
 a couple of years  I knew you had one but I couldn't find you for awhile..here you are!,surprise
 the new song with cobra starship is amazing!!,surprise
  I like it,surprise
" I'm gonna leave you in peace my most beautiful girl in the world. Take care, baby. Love ya. xxXXxx",surprise
ahaha im here carlos;;  Wasssup?!,surprise
A Happy Mother's Day to all moms and soon to be mom's out there.,surprise
&quot;Everyone has one special thing.&quot;  This guy sets the record  for the longest pronunciation of the word &quot;Fresh&quot;    ,surprise
 Not yet! I'm going to tonight though,surprise
 yay! buti nagustuhan nyo. isang bar lang enclosed ko sa mail.  to test if matutunaw or hindi. next time uli.,surprise
"my hundreth update  HAPPY MOTHERS DAY. i love you mum! even with all the fuss and fighting, you're still the one and only.",surprise
is live on danny noriega's stickam. he said hey to me  i luv him!!!,surprise
is 99% sober at Brittney's with Becky and Brit  &lt;3,surprise
 There is a cool scene at the end that ties in with another Comic Book movie.,surprise
 - I think  did an amazing presentation about the whole &quot;keeping review items&quot; and tax thing at BlogHer '08  She's awesome!,surprise
 shes must be a truly amazing woman for having a phenomenal son..,surprise
"Wow, my phone was blowing up with tweets all day. Now that I'm home, it's a ghost town! Guess I'll do some chores in my apt. &amp; go to bed.",surprise
"And I end up in privilege... Oh well, at least I met a cute engineer",surprise
 netflicks! watching milk... better go wife is jealous of my twitter habit,surprise
"Ha Damn im ready.  but Fuck that Bitch, i cant believe she had the balls to call me. Haha Wtf!",surprise
Omg. Its 1:47 am and Kim Possible is on Disney Channel right now. I am glued to the screen,surprise
ms wee's wedding!!!!,surprise
Bailey's here.,surprise
Happy mothers day  just tried on what I'm gonna wear for breakfast and I curled my hair it took forever ,surprise
 TWEET 42,surprise
 Awesome.  I'm down in Ocean Beach (if you know where that is.) By the way. &quot;YourBiggestFan&quot; I'm a re-al big fan of you-rs.,surprise
 ohh and Coffee Break is my fave too! they rock!! LOL,surprise
My computer is back in business,surprise
 let me guess. You devoured your duck with Fiasco Pinot!,surprise
hello!  ! following on recommendatiion of  !,surprise
 He'd probably spontaneously combust.,surprise
coming home tomorrow with a car full of treasures,surprise
Chilling with Colton who just redesigned the Cocktail Hacker card backs for me.,surprise
 why would they take a photo with stuffed animals?! that's pretty funny,surprise
"success! after much grumbling abt how we always waste money on useless gifts, mum sees the ipod nano and loves it",surprise
justin timberlake + snl = awesome ... dude should just become a regular,surprise
the poetry event was a success. I don't think I ever really thought that my poetry could connect with others. heartache is universal,surprise
" I read for pure escapism. Don't make me think, take me away  non-fiction tends not to achieve that, for some strange reason",surprise
 wow that is a great list... Now i need to shop,surprise
"seriously underrated.. 'porridge', the best breakfast in the world... ever. doesn't need to be gloopy, as long as it is made just right",surprise
: re &quot;pot meet kettle&quot; not so sure of that equation.,surprise
i can't believe my little brother is married...,surprise
 Haahaha omg.. dude I read that and almost choked.. haha thanks,surprise
VAST concert tomarrow night!!!!,surprise
   Oh Duh....I see that now .....thank you....,surprise
 es imposible no amar starbucks,surprise
 Where DO you get all those wonderful toys?,surprise
 thats great babe!! congrats!!,surprise
 Haha! At the Somerset theatre in Ottawa. I remember that well. The more things change the more they stay the same,surprise
Mothers day in 45 minutes west coast time.  Happy Mothers Day to all the mothers out there,surprise
 going to sleep? why so early? Good night!,surprise
OMG.. THIS ONE??? YESSSSS love this Danny song,surprise
  ok just between U and me  and all of  our  followers on twitter what do U really think of  ? lol,surprise
 keep dreamin'!!!! Though.... if she does.... hook me up  LOL,surprise
still eatin lunch.....n readin comments about last nite....da best comment i receive was &quot;You really brought Anne to life!&quot;,surprise
Going downstairs for more coffee and socialising  Wow... Only 4:16?.. Gives me time for French later,surprise
" yeh take ur time, no pressure   how did u learn to twirl around the knifes and stuff?",surprise
 Here I'm staying up with you and you're not talking to me.   hehe,surprise
 I agree... And child labour laws are so old and out dated.,surprise
forgot she had a Twitter account.    Happy Mother's Day!,surprise
"Calling all mothers, calling all mothers...get your butts to bed - the kids'll be here tomorrow",surprise
Constructivist learning theory - anybody? Oh wait..... there's always wikipedia right?!,surprise
" hey hey, ur following me  ur gna relise that i tweet ALOT!! haha more than a normal person wud but im not normal",surprise
 Wow! I am impressed Pastor Lucas! Great work!!!,surprise
What's up yall! I made it an early night!  I think ima bout to take a shower and chill witcha! Did I miss anything?,surprise
 LOL. me too..werd...:p...hubby's fave driver is Martin so I am happy for him and me!!!,surprise
 you're so gorgeous!!,surprise
Eminem's new song &quot;Beautiful&quot; is amazing!. Listen to the MAGIC right NOW!!  ,surprise
 what was itt!?,surprise
 Very very very very cool.   More details? How it was made? Please tell,surprise
 hahaha my uncle does that coz my aunty is a whore who left her kids,surprise
   I'm not leaving yet!,surprise
SNL w/ Justin Timberlake,surprise
 hahahaha omg you win the internetz today!  &quot;Why are you trying to turn me into Zac Efron?&quot; hahaha,surprise
 Why thank you... Us Mami's are bringin' sexy back...,surprise
" many! mine included. ahem. shld have known better back then, wldn't have missed so many opportunities haha",surprise
 Hey Love!!!,surprise
": What, you're not really an alcoholic? I AM V. DISAPPOINTED! D: Seriously, though, I got that you were kidding.",surprise
 so what if i cried,surprise
 lolz at your modesty...***kix rox***...now all the gals will be lined up at your door,surprise
 I was gonna go for aiden but I had a girl so I went with scarlet,surprise
touchin the starss,surprise
Happy Mothers Day to all the Mommys.,surprise
" Congrats!  I cuss like that in a matter of minutes, But didn't know until now there is a reward for it.",surprise
nice turn of phrase from  &quot;Wakey wakey eggs and bakey! Time for coffee and the back to code!&quot; have fun at  #openhacklondon today,surprise
 My ex-colleagues from Shaanxi kept boasting of their native noodles. So I'm REALLY curious about Shaanxi food.,surprise
 AH! STEPH TWEETS!,surprise
Had a great time singing karaoke with the fam...good times,surprise
I'm going to town on these two dinner rolls and some dark chocolate  yummmm,surprise
Happy Mothers Day people. i love my mom a lot still,surprise
pretty bummed that it had to rain last nite! oh well  still had fun! Goldfish is highly overrated!,surprise
"Grinding Skyguard rep. This is less awful than I anticipated. Yet, still awful. Last tabard I need",surprise
 thanx 4 thee follow,surprise
happy mother's day!,surprise
add me up:   friendster.,surprise
" When I heard &quot;No One&quot; from Alicia Keys like, 10 minutes ago? You made my night",surprise
"Going to bed, stores are closed",surprise
"i think i just about have all my info syncing properly between my mac, mobile me, and iphone. yay! finally",surprise
 I think he meant this pic - I don't know what other one he might have seen! But really - this is as hot as it gets,surprise
GOODNiGHT...HAPPY MOTHERS DAY TO ALL THE MAMi'S ON TWiTTER,surprise
"Up and breakfasted, about to jump in shower then heading off to the land of the black pudding for playoff part 2",surprise
", word!?",surprise
"according to mary chaayaa, i look like a sexy emo in my dp  i not emo.",surprise
So fresh n clean,surprise
Obama's Speech at the Correspondents Association - He has promised to complete his next 100 days in 72  ,surprise
The night is still young ;) &lt;3,surprise
 I was waiting on him to tell me what he want,surprise
 Really! No even a little bit of #pane,surprise
just bought 5 bouquets of flowers and put em all together and arranged them all pretty for my momma in the morning!  ::proud of myself::,surprise
 hale yeahhh that's the coolest part about it ;) hahaha. And I can match grieco!,surprise
" Damn! First Yes, than Frank Zappa...",surprise
Actual wiki entry &quot;The Million Dollar Homepage&quot; made me just shake my head due to the fact that ... sometimes...somtimes things just work,surprise
oh about you lol sorry my minds always on you,surprise
 wow thot we'd lost ya lol lol,surprise
 Goodnight!!!!!!,surprise
" Okay, make sure he's alright kk? Cuidalo. Let him know he's a got friend in us aha..",surprise
" And how!  It's already been 1 year, it'll be WWDC 2010 before you know it.",surprise
surprisingly had a wonderful day,surprise
Happy Mother's Day to all you tweeting mothers,surprise
sweet situations.,surprise
" No Happy Mums day for the Mums, only the guys????",surprise
 Alternate name for a &quot;Bacon Mary&quot;... A &quot;Bloody Piggy!&quot; ;) (I have to give my boyfriend credit for that idea!),surprise
Amazing night at the drive in,surprise
" True - to each his own  I would let my sis do what she wanted. Work or I'd help her. Up to her, really.",surprise
 Kazim Kazim  i didn't know that name ))),surprise
"#web20 .#prologue - Modern Liberalism, Misconstrued (2nd 1/2 of Bible  -- &quot;Christ -- without the Crucifiction&quot;  Abstraction w/o 'Skin'",surprise
Yippee! Happy birthday to me,surprise
" go to vegas, but don't spend all ur money!!!!",surprise
" Aww Thank u hun i cant believe ah  i will send you when i look pc =D cuz im login from mobile.i will send you,dear friend ^",surprise
 weird. I tot it will usually rain east coast first. And east coast usually gets more rain.,surprise
"Just finishing shooting, can u believe it, but got the job done",surprise
 thanks  there's a men's version in June. It's very popular.,surprise
hello twittttty world! how do you do?,surprise
ouch i have a headache. but i am in a ridiculously good mood,surprise
"And they are so censoring over at nin.com, nobody can really speculate about these things are disagree with anything",surprise
Loves when hard work pays off. Yay for being nominated for the National Society of Collegiate Scholars!! Wow!!,surprise
"Finally back in bed with my puppies after a LONG week in Jamaica. loved it, but lve to be home too!! Night",surprise
Something strange in the air lately. Been setting everyone on edge. Going to do a good smudging of the house. Good to do those anyway,surprise
 You have DSL? Welcome to 2009!,surprise
"Hi tweete, surprised to see everyone still up...maybe it's the full moon",surprise
 Hey! I am back.  Been listening to retrorewind.  How you do always know everything.,surprise
" Sounds a bit Alan Partridge  A-ha! (Good morning, by the way)",surprise
addict to &quot;long time gone&quot;,surprise
" A mocha at 12:30am? My, youï¿½re brave",surprise
 That your blog? - didn't realize I was following the blogger on my RSS feed! Great idea btw,surprise
": sure! Of course i'll pray for her too. Thank you, jo  send my warm regards to ur mom.: ... ",surprise
HAPPY MOTHER'S DAY !!,surprise
Happy mother's day to all the mom's! Love you mom,surprise
stood for 4 hours in heels. all for looks and to b able to look over tall people.,surprise
Back after a tea and a blog post. A few more awake I see - good morning,surprise
 ten update away from 2000 whooo hoooo budden!,surprise
just now i know how twitter exactly work,surprise
 Okay will work on that too but please remind me again,surprise
 How's your dog?,surprise
 tts ridiculously sweet of you,surprise
 Hi there! Nice to meet you,surprise
 Enjoy - we know you will,surprise
" Damn, that's my favorite part...lol...ok, i'll just keep in stock alot then",surprise
Happy Mothers Day Mommy!!! I love you &amp;&amp; your the best...,surprise
hey twitter  hows it going? let us know how your day is going,surprise
"If there is one thing the Internet has taught me, is that if I get enough people to listen to me I get to be on The colbert report.  #USA",surprise
second song is coming along nicley,surprise
"I quite enjoy this Lady Gaga person. She's of Italian heritage, apparently.  ? ",surprise
 Really? A good distraction now. I'll check it right. now.,surprise
" oh thas cool  you know, I only kinda knew bouts you cuz of Ericson haha when you guys were together x)",surprise
Sexxxy tiiiiiimmmmmmeee!...whatever that means.,surprise
 I'm good! thx.  and how are u? what are u doing?,surprise
Wow - the dude said I was better than Bobbi Lewis.. never heard the guy - but I take that as a compliment  (just read the BL web site),surprise
 I got me to watch it.  Recommend some other kickass shows too. Phast!,surprise
 &lt;&lt;&lt; Just like in HIMYM,surprise
 of course!  i love 24 hr donut shops! he he -yours truly -,surprise
Just saw Star Trek with the boo.. Now off to bed! Never again will I go to a Vallejo theater. hAppy mOthErs dAy to all!! I love my mommy,surprise
 Wow that's very Buddhist o_O HOORAY JEWS,surprise
thursday night was amazing taylor swift gave me one of her braclets,surprise
 time really flies my frd..how's you love-hunting mission going? abt time to bring the sexy &quot;yu yung&quot; jacket out,surprise
Hella wow .  no doubt .,surprise
 ...Yawn is it that time already!,surprise
 last week  and I interviewed  and we told him you are the FB queen! Glad to see you both connected,surprise
" thank u, thank u, thank u for everything this weekend!! U guys are AMAZING. I'll see u again at alpine! Thx for chattin w us 2!",surprise
I somehow miss you.,surprise
surprisingly liked Star Trek (contrary to the theory that star wars fans are anti trekkies),surprise
 ha that was ages ago!  youre in LA right? the weather is much better there...,surprise
  do you remember them all.... do not take that as a challenge to!,surprise
" You know I love me some Jordie...but that is not the best version of CG, admit it....lol...",surprise
wonderful Gerrard scores 2 and we're at the top of the league for the moment.. Hopefully City helps us today..,surprise
 aww bradie loves perth  I love the ad at the top of his page too lol xx,surprise
off to my cousins confirmation + confirmation party,surprise
 suh-weet! perfect timing.,surprise
 my your rather random.,surprise
 Charlie Brown  What are you doing today? What time is it??,surprise
" Ooh, there you are, haha. Thanks, posted it!",surprise
MY UNCLE BRUCE MORROW WAS JUST ON THE NEWS!,surprise
work was splendid,surprise
is listening to music. really happy about !librefm #audacious combination  here's my profile ,surprise
"had the best mother's day! breakfast, shopping and lunch, drinks, chocolate galore!",surprise
Having dinner with my grandma since I couldn't be with my mum.,surprise
" Lol, cheers 'mate'. Yeah it went well thanks",surprise
"jfc, it needs to be the 23rd. i will have been graduated, and i ended up getting AWESOME hook-ups for FTSK and Rocket. so excited!",surprise
"Mmmm, shower.",surprise
Happy Mothers Day. Havent got mom a present yet? Print off an Amazon Gift Card for her!  ,surprise
" thanks, I found it already",surprise
"  Get Up, You are NOT old!  What did you do?! =O",surprise
To Lisa: Yes I know who ur talking about and yes he is an ass. Dont let him get to ya...you have a great thing going with this chris,surprise
 great.. My best wishes for great future of the site..,surprise
Happy Mums Day This is Nelly's shout out   ,surprise
 wut u want a shot of ma?,surprise
 LOL - Hiya - alls good  Ben has a superb day yesterday by the looks of it - well chuffed,surprise
" Wanna come to Mifune tomorrow? Impromptu #Tweetup , 11am",surprise
It's the final count down to bigger hair people   ? ,surprise
"Pizza arrived but driver didn't have change for a $50, guess thats why they deliver Pizza, too stupid to give change. Still got Pizza",surprise
"I am in a middle of a industrial estate in pirate ffancy dress,ready to do a 7 mile walk",surprise
 oh haha thanks again! that's something new!,surprise
 NO WAY MAN! i like 21 year olds,surprise
Watchin' JONAS,surprise
 (RE:&quot;your joint w/  is crazy!!&quot;) Thx    Hey Trax heard a 49er rear ended you??,surprise
 yes sir i sure did.,surprise
"googled mothers day, PHEW, US &amp; UK have different dates! Learn something new every day",surprise
"wow this morning 8.15 hrs ding dong breakfastservice, was a surprise of Marjoleine, Guido and Dirk for mothersday.Mother hapy, father too",surprise
 oh ok cool will get back to you on that,surprise
 Didn't realize you were that young! Advanced Happy Birthday Stefan. MTFBWY... Always!,surprise
 LOL. You know me. I aim to please.,surprise
"A girl in my big hair rock today, black velvet baby  ? ",surprise
 Thanks madam.. you're lucky coz you had a wonderful dog.. and sooo cute...,surprise
just got back from seeing Star Strek,surprise
 Yayyy,surprise
"WOOT! favourtie, well second favourite episode just came on TOW ross and rachel ... you know",surprise
 mmm hmmm and big big bro too! I have a crush on David Knight.,surprise
some of my new followers are pretty cool peeps; check 'em out.,surprise
I love ! Thank you SO much for saying &quot;hi to Jenn &amp; Laura&quot; yesterday in Arcadia! My friend Shannon surprised me w/the vid,surprise
 nah i followed them first then they followed me. i think 12-306 overnight is pretty good,surprise
dice watching Heroes again.  ,surprise
" You are very, very good. Why didn't I think of that?",surprise
Join the biggest and bestest group on facebook  ,surprise
 thanks  have fun at work lol xxx,surprise
"&quot;somebody calls you, and you answer quite slowly, a girl with kaleidoscope eyes&quot;     yeah, im normal.",surprise
" thankfully, no  why are you still up??",surprise
mmmmm my hair smells guuud.  the wonders of &quot;pantien&quot; ;D,surprise
 i bet they did  some people have no ideia or standards  have a lovely time the pair of you,surprise
 Cavs has the easier route than Denver.,surprise
 Well I will send out an email and you all can pick your fave cake and ice cream flavor  and the &quot;cup&quot; part is belgian chocolate,surprise
 yay! You're on twitter!,surprise
Found controls for left hand people like me on twitterrific. Excellent,surprise
 seriously?? link plzz,surprise
"First surprise birthday ever, best night I've had in a damn long time!",surprise
Ooopps over slept. Is it really 10am? Best get up then and get my shizzle in gear,surprise
had the BEST Italian meal EVER last night! twas godly! i thinks we may get our kitty cat today,surprise
"Just came back from my first city rooftop party  Man, even when you're next to THE New Yorker Bldg, it still gets pretty windy up there.",surprise
 You're welcome,surprise
 wow cute Pic,surprise
I finally went and found some of the songs we sang in church in Wellington online. Was easier than expected - yay Google!  #fb,surprise
" Not going to dwell on it. It happened, it's passed. Just a shame as he was so supportive! Such is life!  x",surprise
 morning  how are you?,surprise
 oh cool!  I'm gonna crash and sleep. I have been like 40 some hours working lol,surprise
"Bread in the oven, room cleaned... almost done with the things on the list for today",surprise
" LoL that's from last winter (only a few months ago December) I'm in Seattle, felt like Siberia this last winter",surprise
 on 14th of may we exist 5 years!,surprise
" - Aw, well I'm glad to hear you're okay. Try a hot bath or a cup of tea maybe to calm you down. I worry about you!",surprise
Watching Battlestar Galactica Season 1...Yeah you read it right!,surprise
" we got Watts, Chingo Bling, The Chile.. can't do this thang without BGeezy, we need u on the show!   ",surprise
 on air celebrating? ur mum is there? Not working la. Starbucks alone. My mum is in hometown. So had a delay till next week,surprise
 Yeah I guess he does sound a bit odd 'cause he's saying really quickly,surprise
aw 82 - 90. only 8 points &amp; we kicked 4 behinds to their 18 .. we're getting better and better each week!,surprise
For  because she misses Quil so...  Far Away ~Nickleback ? ,surprise
 what do you mean it sit funny? I like the way it looks!!!  and I took the other part of the nail off. It didn't hurt that time!,surprise
 yes indeed!  nice to see you on twitter! Why do you ask? xx,surprise
 it looks like you have a lot of fun with lady gaga,surprise
 well I hovered over the button LOL NOT - sleep well Tiff and you are welcome,surprise
 Yay! Lets welcome Mrs Mcnugget to twitterverse!,surprise
" Yeah, Sabrina..though I keep thinking it's something else.  Cary Grant ain't too shabby either. Bringing up Baby",surprise
" Oh you understand French?  Well, maybe I exxagerated it a little bit lol but they all want at least 1/2 years of exp. :-/",surprise
" - look, , the rosemary in my back garden, in CameraBag's &quot;Lolo&quot; mode",surprise
" Thank you  How's your daughter? And by the way, how did you get 1017 followers? :O",surprise
 you finally watched he's just not that into you arizzard  justin long is sexy isn't he! i told ya,surprise
Hello Twitters,surprise
 bit excited are u bradie lol,surprise
" why did Ate Maita give you a message?  *curious* xD )) BTW,nice polaroid shot! ;;) from polaroid.net...? xD",surprise
" cool, i'm glad you had a good time.  x",surprise
" morning sweetie, you cool?  xxx",surprise
 Not really stuck on F1.. but as the weather is here today I might just stay in and watch it.,surprise
"But caught Bullet Boys, Trixter (Pete was great), LA Guns AND Kix (who stole the show). Hung out backstage like a real rock and roller.",surprise
Morrningg  just slept for 12 hours and now i have a headache D;,surprise
 Hey u  Whatchu up too? Isn't it past your bed time?,surprise
 where you ladies off to?,surprise
" Hi Simon, I'm new to this too - but just thought I'd tell you Jimmy Carr has tweeted that you make the Star Trek movie.",surprise
Cheers Tony!!!! Btw notice no swear words in my tweets!,surprise
" for sure  ...suprisingly addictive tho, i only just signed up after months of trying to resist.",surprise
 uh-oh...you're creeping up on my 4th spot! hahaha.,surprise
 Oooh! goodluck for the rest of them,surprise
" whoa..you're fast. Check it out I've submitted my comment . Oh, and thanks!",surprise
where r all the 5am tweets from  people...oh that's right...they opened the #houseofrock last night so they're still in bed,surprise
OMG - Madness Just Came On The Radio,surprise
 mmmmm you have someone on the inside ? or are you being brlliant again,surprise
Should I say goodnight or good morning?,surprise
hmmm i neeeddd foooddd  nd is looking forward 2 playing with the puppy 2 day nd seeing lewishhh,surprise
" saw it too..hmmm, she's sexy, nice twins",surprise
 ment to be doing hw but not going to happen!!! Ill pray for tia!  Rose is in the shower so sh.. ,surprise
" Or should I say, ROL!",surprise
  im sooo excited!!,surprise
"He hated my writing, so I made him my academic adviser.",surprise
 I'm going big weekend  cant wait to see u! x,surprise
 Maybe until Wednesday?,surprise
I have just read up on lactose stuff and I CAN EAT HARD CHEESE!!! There is no lactose in it!!! *Jumps of Joy this rainy day* YAY!!!!,surprise
" You too, Rus!",surprise
 HAPPY MOTHERS DAY!  Tell ur mom that's she an awesome madre &amp; such a great example to the Archuleta familia!!,surprise
? American Pie FOREVER. I'm watching it right now. They're running naked around on the Streets! Would you do that? I would  [ NOT ],surprise
 Hmm Ok next time i see you il just get you to explain to me the whole process  haha,surprise
 You didn't see everyone going on about it on Facebook about 3 months ago?,surprise
William I have the mike and everything if that is what you mean  This is all so new to me lol,surprise
 yeah exactly the fans overpower the haters anyday u know wat do wat u wnt i dnt even care anymore i know the truth about them,surprise
is hopeful!,surprise
Me just sign up Twitter...,surprise
 The one and the same! Should be a good gig,surprise
Just got home  interesting night,surprise
 whaaaat?! New section to La Cantera?? That has #UrbanOutfitters?! OH MAN I'm stoked to get back to Texas,surprise
"home from STING..crunk (of course)..long ass day N nite..also, visited my boy Rob V..all is good..happy mother's day!!..word to yo mutha",surprise
Off to go B&amp;Q for new outdoor furniture,surprise
 Bradiee  may I ask why your picture is a cat?? haha ily xx,surprise
Happy Mother's Day to all the American mamas!,surprise
meet the robbinsons! best movie ever,surprise
 haha im always turned off by coontails...so it kinda kills me XD i like the spikes though,surprise
 Absolutely love your hair and outfit in tonight's ep,surprise
had an amazing time dancing to DJ Dan at Ruby Skye tonight. And I'm still looking for that roommate in SF if you know anybody!,surprise
 I am pretty sure that's the sort if tweeting that will lose followers. But stuff it- it was well worth it,surprise
Awake. And my head hurts. Which probably means last night was a good one,surprise
 Awake. Suprisingly. Couldn't get to sleep last night so gave up and pulled an all-nighter.  How are you?,surprise
 Ooh really?!! Well you know you're always welcome!!,surprise
"Methinks it's time to read A Doll's House + Streetcar and get some quotes, and then PHYSICS!",surprise
 at Le mont's door ..it's closed maybe they are too rich  passed pairung as well,surprise
" goodmornin  as soon as i saw ur pic, it reminded me how embarresing it was yesterday. with oliver&amp;peter. it was fun tho xD",surprise
Is eating BBQ Jalapeno Torta Subway from Los Chaparros right next door..,surprise
i had a new friend who called himself shame.,surprise
 That's very funny.  Cute kids.,surprise
 Go to main settings page for iPhone and scroll down - you will see it,surprise
  thats awesome!,surprise
glad I wore my black rats and a flowy shirt im so full from my dozen mixed oystsers seafood platter and death by chocolate,surprise
just found out that i'm a robot,surprise
Just read a book called &quot;Gamer Girl&quot; and it wasn't too bad.,surprise
 If you come to a gig in Dublin you can be my dancing partner.  whatcha think? Hehe xxx,surprise
 a bit too early for me and wanting to have nice lunch too... have a good time,surprise
"walking the dog on horseforth park, no hangover on a Sunday morning, yay!!",surprise
Rove  going to be cut short though to wash my hair so I can watch Family Guy and Harpers Island,surprise
 Pfft. FAN THIS *helicopters imaginary penis* ....  HI DRAKE! WELCOME TO THE REAL WORLD!!!,surprise
" No this is not redirects, this is just updating posts on our website massage.dk .. next item =&gt; publish, next item =&gt; pulish",surprise
 OMG that's right HAHAHA I'm Stupid,surprise
"18.42 recalling the events of a great wk/end - Star Trek movie is fantastic, Zach Quinto is hot! Study, shopping&amp;dinner, life is perfect",surprise
Keep forgetting we only need to revise one topic for the 116 exam! It's a nice surprise every time I remember though,surprise
 What did you get?  My day is alright.. haven't done anything yet. leaving soon to my stepsister though!,surprise
"  Sorry to have missed it. Yes, I'm a lazy bastard  Up, but still not dressed",surprise
 Thabks! This made me feel very special!,surprise
Round and Round the Garden: The amazing thing is that he's still talking to me!  ,surprise
 thanks for following !,surprise
 Un mesaj de eroare: ForbiddenYou don't have permission to access /photo/3180758.jpg on this server. Am ghicit?,surprise
Yesterday was the 1 year anniversary of the best day ever! YAY MCR!!!!,surprise
has finally started his serious revision - has just completed an english BG mock,surprise
 You are welcome  I love cute stuff!,surprise
omg! i didnt even know my friend knew  !!! lol its a small world,surprise
Just woke up and catching up on the nightly tweets!!,surprise
Happy Mother's Day!  @&gt;---&gt;---&gt;--- A rose for YOU!,surprise
Chillaxing in Hyde park,surprise
  - i love BOTH your hairsss,surprise
" I taped them when I was still at school! They look pretty retro now, but the theme song is still recognisable",surprise
twitwoo! i can tweet from my phone,surprise
 Oh really?!,surprise
 Hello  ...hehe yup we sure do ...lovely to 'see' you xx,surprise
Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!,surprise
 Then I guess that makes me Dot?,surprise
 her son is 7 and captured it outside...THANK GOD I HAVE A LITTLE GIRL,surprise
OMG!!! am luat examenul la SPSS! Me so happy!,surprise
 anychance you can get matthew to give a shout out to my mum Sarah for mothers day! we saw &quot;Ghosts from girlfriends past today&quot;,surprise
" Oh aye.....he rocks, shes horny",surprise
today was interesting...,surprise
 you dont say,surprise
 awesome. Wha'dya get her?,surprise
 Oh that's why.,surprise
Re-pinging : why didn't you go to prom? BC my bf didn't like my friends,worry
Hmmm.  is down,worry
Choked on her retainers,worry
 lady gaga tweeted about not being impressed by her video leaking just so you know,worry
 oh too bad! I hope it gets better. I've been having sleep issues lately too,worry
I ate Something I don't know what it is... Why do I keep Telling things about food,worry
On my way home n having 2 deal w underage girls drinking gin on da bus while talking bout keggers......damn i feel old,worry
Damm servers still down  i need to hit 80 before all the koxpers pass me,worry
I HATE CANCER. I HATE IT I HATE IT I HATE IT.,worry
I need skott right now,worry
just picked up her Blackberry from the middle of the street! Both she and it are crushed!,worry
Why do I have the feeling I should be packing and hitting for SFO around this time of the year? I think I'm missing something...,worry
"Bed!!!!!... its time,..... hope i go to school tomorrow, all though i don't feel very well right now",worry
" Ahh.  ... Well, I was hoping that I could learn some stuff on the way. ... Why not you and I work on separate things but also",worry
why am i so tired?,worry
sucks not being able to take days off of work or have the money to take the trip  so sad,worry
 at once haha.  poor aby still gets sore!,worry
 ia so much! i haven't really been happy with any of cooks choices for singles.,worry
So i think my son might have the flu cause I def. just cleaned up a stanky puke mess  Poor pumkpin,worry
...and all woman who transfer their first impressions (sexual/maternal) onto a less 'threatening' man -- are themselves as weak as 'Him',worry
"Bitten to blood by my cat, on my way for a rabies bacterin. Seems 7 shots for 2 months. Never wash my cats at home again, they hate water",worry
is sad that shin ae got married...and it wasn't to alex,worry
